Code,SMILES,Score,,,,,
D371,c12c([nH]c(=O)n(c1=O)[C@@H]1c3ccccc3NC1=O)cccc2,-14.1,,,,D371,
D372,c1cc2c(cc1)c(c[nH]2)[C@@]1(c2ccccc2NC1=O)C1=CN[C@H]2[C@@H]1C=CC=C2,-17.6,,,,D372,
D373,c1ccc2c(c1)NC(=O)[C@H]2[C@@H]1C(=O)Nc2c1cccc2,-13.5,,,,D373,
D374,c1ccc2c(c1)nc1n(c2=O)[C@H](C(=O)NC1)C[C@@]1(c2c(cccc2)N2[C@H]1N[C@H](C2=O)C)O,-17.4,,,,D374,
D375,c1ccc2c(c1)nc1n(c2=O)[C@H](C(=O)NC1)C[C@]12c3c(cccc3)N3[C@H]1[N@](C1(C3=O)CC1)CO2,-16.6,,,,D375,
D376,C1(=C[C@@]2([C@]3(N(C1=O)CC(=O)N3)N([C@@H]1[C@@H]2C=CC=C1)OC)C(C=C)(C)C)OC,-16,,,,D376,
D377,C1(=C[C@@]2([C@]3(N(C1=O)CC(=O)N3)N([C@@H]1[C@@H]2C=CC=C1)O)C(C=C)(C)C)OC,-14.5,,,,D377,
D378,C1(=C)C(=C)C(=C)N2C(=N1)[C@H](NC(=O)[C@H]2C[C@@]1([C@H]2N(c3c1cccc3)C(=O)[C@@H](N2)[C@@H](CC)C)O)C,-15.8,,,,D378,
D379,C1(=C[C@@]2([C@]3(N(C1=O)[C@H](C(=O)N3)C)N(c1c2cccc1)O)C(C)(C)C=C)O,-15.8,,,,D379,
D380,c12c(cccc1)nc(n(c2=O)c1c(cccc1)C(=O)[O-])[C@H]1NC(=[NH2+])CC1,-15.7,,,,D380,
D381,c1ccc(c(c1)C(=O)OC)n1c(nc2c(c1=O)cccc2)[C@@H]1CCC(=[NH2+])N1,-15,,,,D381,
D382,N1[C@H](c2n([C@@H]3[C@@H](C1=O)C=CC=C3)c(=O)c1c(n2)cccc1)CCC(=O)N,-16.7,,,,D382,
D383,[C@H]1([C@@]23N([C@@H]4[C@]1(c1c(N4)cccc1)[C@@]14c5c(N[C@@H]1N1[C@]6([C@H]4O)C(=O)N([C@@](C1=O)(CO)[S@]6=S=S)C)cccc5)C(=O)[C@](N(C2=O)C)(CO)[S@@]3=S=S=S)O,-11,,,,#N/A,
D384,c1ccc2c(c1)c(cn2C/C=C(\C)/CO)C[C@H]1C(=O)N[C@H](C(=O)N1)C,-15.5,,,,D384,
D385,C1=C[C@@]23C(=NC4=C(NC(=C)[C@@H](N4[C@@]42O[C@H](CO3)C(O4)(C)C)Cc2ccccc2)C(C)C)OC=C1,-14.7,,,,D385,
D386,c1ccc2c(c1)[C@]1([C@@](N2)(N2[C@@H](C1)C(=O)NCC2=O)C(C)(C=C)C)O,-15.1,,,,D386,
D387,c1ccc2c(c1)[C@]1([C@](N2)(N2[C@@H](C1)C(=O)N[C@H](C2=O)C)C(C)(C=C)C)O,-14.9,,,,D387,
D388,c1ccc2c(c1)c(c([nH]2)C(C)(C=C)C)/C=c\1/[nH]c(=O)/c(=C/C)/[nH]c1=O,-14.9,,,,D388,
D389,c1ccc2c(c1)c(c([nH]2)C(C)(C=C)C)C(=O)N,-12.2,,,,D389,
D390,c1c(ccc(c1)C[C@@H]1[C@@H](C)N=C(N=C1)Cc1ccc(cc1)OC)OC,-15,,,,D390,
D391,C1=Cc2c(OC1(C)C)cc1c(c2)[C@](C(=O)N1)(C[C@H]1C(=O)N2[C@H](C(=O)N1)CCC2)C(C)(C)C=C,-15.9,,,,D391,
D392,c12cccc3c1c(C(=O)N2)c1c(c3)C(N(C1=O)C(=O)CC(=O)C)(C)C,-15.8,,,,D392,
D393,c12cccc3c1c(C(=O)N2)c1c(c3)C(NC1=O)(C)C,-14.3,,,,D393,
D394,c12cccc3c1[C@@](C(=O)N2)([C@H]1[C@@H](C3)CNC1=O)O,-12.6,,,,D394,
D395,c12cccc3c1[C@@](C(=O)N2C)([C@H]1[C@@H](C3)CNC1=O)O,-12.7,,,,D395,
D396,c12cccc3c1[C@@]1(C(=O)N2C)[C@H]2[C@@H](C3)C(N3[C@]2([C@](O1)([C@](C3=O)([C@H](C)O)O)O)O)(C)C,-14.5,,,,D396,
D397,c12cccc3c1[C@@]1(C(=O)N2C)[C@H]2[C@@H](C3)C(N3[C@]2([C@](O1)([C@](C3=O)(CC(=O)C)O)O)O)(C)C,-15.5,,,,D397,
D398,c1cccc2c1c(cn2CC=C(C)C)C[C@@H](C(=O)OC)NC(=O)[C@H](Cc1ccccc1)O,-17.7,,,,D398,
D399,[C@@H]1(CC[C@H]2[C@H](C1)[C@H]([C@@]1(C=C2C)C(=O)c2c(O1)c(c[nH]c2=O)c1ccc(cc1)O)/C=C/C)C,-16.3,,,,D399,
D400,[C@@H]1(CC[C@@H]2[C@H](C1)[C@H]([C@H]1[C@H]([C@]2(C)O)Oc2c(C1=O)c(=O)[nH]cc2c1ccc(cc1)O)/C=C/C)C,-14.6,,,,D400,
D401,c1c(cc2c(c1C(=O)OC)c(=O)c1c(o2)cc(nc1)C)OC,-13.6,,,,D401,
D402,c1c(c(c2c(c1C(=O)OC)c(=O)c1c(o2)cc(nc1)C)OC(=O)C)OC,-14.4,,,,D402,
D403,c1c(cc2c(c1C(=O)OC)c(=O)c1c(o2)cc(nc1)CO)O,-13.3,,,,D403,
D404,c1c(cc2c(c1O)CN(C2=O)CCCCC(=O)OC)O,-12.3,,,,D404,
D405,c1c(cc2c(c1O)CN(C2=O)CCO)O,-10.3,,,,D405,
D406,c1c(cc2c(c1O)C(=O)c1c(C2=O)cc(nc1)C)OC,-12.7,,,,D406,
D407,C(C[C@@H](CCCCCC)C)C/C=C(/C=C/C(=O)[C@@H](CC[C@@H]1[C@H](C(=O)NC(=C)C(=O)NC[C@@H](C(=O)N[C@@H](C(=O)O1)CCC(=O)N)C)C)C)\C,-18.1,,,,D407,
D408,c1ccc2c(c1)[nH]c(c(c2=O)C(=O)O)c1ccc[nH]1,-13,,,,D408,
D409,C1(C[C@@H]2/C(=C/C=C\[C@@](C[C@@H]([C@@]12O)OC(=O)C)(C)O)/CO)(C)C,-12.9,,,,#N/A,
D410,C1(C[C@@H]2/C(=C\[C@@H](/C=C(/C[C@@H]([C@@]12O)OC(=O)C)\C)O)/CO)(C)C,-12.8,,,,D410,
D411,C1(C[C@@H]2/C(=C\[C@@H]([C@@H](C(=C)C[C@@H]([C@@]12O)OC(=O)C)NC(=O)/C=C(/CCO)\C)O)/CO)(C)C,-14.8,,,,D411,
D412,C1(C[C@@H]2/C(=C\[C@@H]([C@@H](C(=C)CC[C@@]12O)NC(=O)/C=C(/CCO)\C)O)/CO)(C)C,-13.5,,,,D412,
D413,[C@@]12([C@@H]([C@@]3([C@](C[C@@H]1OC(=O)C)(C=C[C@H]3O)C)CO)CC2(C)C)O,-12.6,,,,D413,
D414,[C@@]12([C@@H]([C@@]3([C@](C[C@@H]1OC(=O)C)([C@H](C=C3)O)C)CO)CC2(C)C)O,-12.7,,,,D414,
D415,c1(ccc(cc1)[C@@](CCCC(C)C)(O)C)CO,-11.5,,,,D415,
D416,c1(cc(c(cc1)[C@](CCCC(C)C)(C)O)O)CO,-12.3,,,,D416,
D417,c1(cc(c(cc1)[C@](CCCC(C)C)(C)O)O)C(=O)O,-12.6,,,,D417,
D418,c1(cc(c(cc1)[C@@]1(C)OC(CCC1)(C)C)O)CO,-11.8,,,,D418,
D419,c1(ccc(cc1)[N+](=O)[O-])C(=O)O[C@@H]1C[C@@H]2[C@@]([C@@]3([C@@H]1[C@@](CCC3)(C)CO)C)(COC2=O)O,-15.5,,,,D419,
D420,[C@@H]1(C[C@@H]([C@H]2[C@]([C@@H]1O)(CC[C@H](C2)C(=C)C)C)C)O,-11.7,,,,D420,
D421,[C@@H]1(C[C@@H]([C@H]2[C@]([C@@H]1O)(CC[C@](C2)(C(=C)C)O)C)C)O,-11.5,,,,D421,
D422,[C@@H]1(C[C@@H]([C@]2([C@]([C@@H]1O)(CC[C@H](C2)C(=C)C)C)O)C)O,-11.8,,,,D422,
D423,[C@@H]1(C[C@@H]([C@]2([C@]([C@@H]1O)(CC[C@](C2)(C(=C)C)O)C)O)C)O,-11.9,,,,D423,
D424,C1=C2[C@@](C(=C)C1=O)([C@H]1[C@@](C2)(CC(C1)(C)C)O)C,-11.6,,,,D424,
D425,C1=C2[C@@]([C@H](C1=O)C)([C@]1(C(=C2)C(=O)C(C1)(C)C)O)C,-12,,,,D425,
D426,C1C(=O)[C@@H]([C@@]2([C@H]1[C@H](C1=C2CC(C1=O)(C)C)O)C)C,-12.1,,,,D426,
D427,C1C(=O)[C@@H]([C@@]2([C@H]1C(=O)C1=C2CC(C1=O)(C)C)C)C,-12.2,,,,D427,
D428,C1(=O)C=C([C@@H]2[C@]1([C@H]([C@@H]1[C@H]2CC(C1)(C)C)O)C)C,-12.2,,,,D428,
D429,C1(=C[C@H]2[C@](CC1)([C@@]1([C@](O2)([C@H](C[C@H]1O)OC)CO)C)C)C,-12.9,,,,D429,
D430,C1(=C[C@]2([C@](CC1)([C@@]1(C[C@H](O2)C[C@H]1O)C)C)OCO)C,-12,,,,D430,
D431,C1(=C[C@@H]2[C@]3(CC1)[C@@]1([C@]4([C@H](O2)C[C@H]1OC(=O)C/C=C/C=C(/OCC/C(=C/C(=O)OC3)/C)\C(=O)C)CO4)C)C,-10.6,,,,D431,
D432,[C@@H]1([C@@]([C@@H]2[C@@](C1)(CC(=O)C(=CC2)C)C)(C(C)C)O)O,-12.1,,,,D432,
D433,[C@@H]1([C@@]([C@@H]2[C@@](C1)(CC(=O)C(=CC2)C)C)(C(C)(C)O)O)O,-12.3,,,,D433,
D434,C1(=O)[C@@]([C@@H]2[C@@](C1)(CC(=O)C(=CC2)C)C)(C(C)C)O,-12.4,,,,D434,
D435,[C@@H]1([C@@]([C@@H]2[C@@](C1)(CC(=O)[C@]1([C@@H](C2)O1)C)C)(C(C)C)O)O,-12.3,,,,D435,
D436,[C@@H]1([C@@]([C@@H]2[C@@](C1)(CC=C(CC2)C)C)(C(C)(C)O)O)O,-11.6,,,,D436,
D437,[C@@H]1([C@@]([C@@H]2[C@@](C1)([C@@H](C=C(CC2)C)O)C)(C(C)C)O)O,-12,,,,D437,
D438,[C@@H]1([C@@]([C@@H]2[C@@](C1)(CC=C(CC2)C(=O)O)C)(C(C)C)O)O,-12.2,,,,D438,
D439,[C@@H]1([C@@]([C@@H]2[C@@](C1)(C[C@H](C(=C)CC2)O)C)(C(C)C)O)O,-11.7,,,,D439,
D440,C1C[C@@H]([C@@H]2[C@@H](C1=C)[C@@H](CC(=C2)C(=O)O)O)C(C)C,-12.5,,,,D440,
D441,C1=CC2=CC(=O)[C@@](C[C@@]2([C@H](C1)C)C)(C(=C)CO)O,-12,,,,D441,
D442,C1(=O)[C@@](C[C@]2(C(=C1)C=C[C@H]([C@@H]2C)OC(=O)/C=C/C(=C/C(C)C)/C)C)(C(=C)C=O)O,-16.3,,,,D442,
D443,C1(=O)[C@@](C[C@]2(C(=C1)C=C[C@H]([C@@H]2C)OC(=O)/C=C/C(=C/C(C)C)/C)C)(C(=C)/C(=N\O)/C)OC,-17,,,,D443,
D444,[C@@H]12C[C@@]([C@@H]3[C@](C1)([C@H](C[C@H]3O)C)CC=C2C)(C)O,-11.8,,,,D444,
D445,[C@@H]12C[C@@]([C@@H]3[C@](C1)([C@H](C[C@H]3O)C)CC=C2C)(C)OC(=O)C,-13.2,,,,D445,
D446,[C@]12([C@@]3(C[C@H](CC1)C([C@@]3(O)C)(C)C)[C@@H](C[C@@H]2C)O)O,-11.6,,,,D446,
D447,[C@]123[C@H]([C@]4([C@@H]([C@@H](CC1)C)C(=O)C4)C)C[C@H]([C@@H](C[C@H]2C)O)C3(C)C,-13.2,,,,D447,
D448,C1[C@H]([C@H]2C(C(=C1C)CC/C(=C/[C@@H](C/C(=C/C2)/C)OC)/C)(C)C)O,-13,,,,D448,
D449,C(/C=C/C(C)(C)OC)[C@]([C@@H]1CC[C@@]([C@H]1C)(C)O)(O)C,-11.5,,,,D449,
D450,C(CC=C(C)C)[C@]([C@@H]1[C@H](C[C@@]([C@H]1C)(C)O)O)(O)C,-12.2,,,,D450,
D451,[C@@H]1([C@@H]([C@](CC1)(C)O)C)[C@](CCC[C@@H](C)C(=O)OC)(C)O,-12.3,,,,D451,
D452,C1C=C(CC[C@]21[C@@H](C[C@H]([C@@H]2C)O)C(C)(C)O)C,-11.8,,,,D452,
D453,C1CC(C2=C(C(=O)C3=C[C@](CC[C@@]3([C@]2(C1)C)O)(C=C)C)O)(C)C,-13,,,,D453,
D454,C1[C@@H](C(C2=C(C(=O)C3=C[C@](CC[C@@]3([C@]2(C1)C)O)(C=C)C)O)(C)C)O,-14.2,,,,D454,
D455,C1[C@@H](C(C2=C(C(=O)C3=C[C@](C[C@H]([C@@]3([C@]2(C1)C)O)O)(C=C)C)O)(C)C)O,-13.2,,,,D455,
D456,C1CC([C@]2([C@]3(C1)C1=C([C@H]([C@@]2(OC3)O)O)[C@H]([C@](CC1)(C=C)C)O)O)(C)C,-13.6,,,,#N/A,
D457,C1CC([C@]2([C@](C1)(C1=C([C@@H](C2=O)O)[C@H]([C@](CC1)(C=C)C)O)C)O)(C)C,-13.8,,,,D457,
D458,C1=C[C@]2([C@@H](C(C1=O)(C)C)[C@H]([C@@H](C1=C[C@](CC[C@]21O)(C=C)C)O)O)C,-13.5,,,,D458,
D459,[C@]123[C@H]([C@H](C(=O)C4=C1CC[C@@]([C@@H]4O)(C=C)C)O)[C@@]([C@@H](C[C@H]2C3)OC(=O)C)(CC(=O)C(C)C)C,-15.1,,,,D459,
D460,C1=C[C@]2([C@H]3[C@]([C@@H]1O)([C@@]1(C(=C[C@H]3OC2=O)COC(=O)C1)O)C)C,-13.9,,,,D460,
D461,C1CC([C@H]2[C@]3(C1)C1=C([C@H]([C@@H]2O)O[C@H]3OC)[C@H]([C@](CC1)(C=C)C)O)(C)C,-13.3,,,,D461,
D462,C1CC([C@H]2[C@]3(C1)[C@@]1([C@@](CC2=O)([C@H]([C@](CC1)(C=C)C)O)OC3=O)O)(C)C,-14.3,,,,D462,
D463,C1[C@@H](C([C@H]2[C@](C1)(C1=CC(=C)[C@@]([C@H](C1=CC2)O)(C=C)C)O)(C)C)O,-13.1,,,,D463,
D464,C1[C@@H](C([C@H]2[C@](C1)(C1=CC(=C)[C@@]([C@@H](C1=CC2)O)(C=C)C)O)(C)C)O,-12.5,,,,D464,
D465,C1[C@@H](C([C@H]2[C@](C1)(C1=C(C(=O)C2)[C@H]([C@](CC1)(C=C)C)OC(=O)C)C)(C)C)O,-14.8,,,,D465,
D466,C1[C@@H](C([C@H]2[C@](C1)(C1=C(C(=O)C2)C[C@](C[C@@H]1O)(C=C)C)C)(C)C)O,-12.8,,,,D466,
D467,C1CC(C2=CC(=O)C3=C([C@@]2(C1)O)CC[C@@]([C@@H]3O)(C=C)C)(C)C,-12.9,,,,D467,
D468,C1CC(C2=CC(=O)C3=C([C@]2(C1)O)CC[C@@]([C@@H]3O)(C=C)C)(C)C,-12.9,,,,D468,
D469,C1CC(C2=CC(=O)C3=C([C@]2(C1)O)CC[C@@]([C@H]3O)(C=C)C)(C)C,-13.5,,,,D469,
D470,[C@]12(CC[C@]3([C@H]([C@@H]1[C@@H]1[C@]([C@H]4C(=C(CC4)C(=O)O)C2)(C1)C)[C@H](CC3)C(C)C)C)CO,-14.6,,,,D470,
D471,[C@@]12(CC[C@]3([C@H]([C@@H]1CC(=C1[C@@H]([C@H]2O)[C@H](CC1)C)C)CC(CC3)(C)C)C)C,-12.8,,,,D471,
D472,[C@@]12(CC[C@]3([C@H]([C@@H]1CC(=C1[C@@H]([C@H]2O)[C@H]([C@@H](C1)O)C)C)CC(CC3)(C)C)C)C,-12.1,,,,D472,
D473,[C@]12([C@H]([C@H](C[C@H]1O)C(C)C)C[C@]1([C@H](C2)[C@H](CC[C@@H]2C3=C1C(=O)O[C@]3(C[C@@H]2C)C)C)O)C,-14.1,,,,D473,
D474,C(=CCC/C(=C/[C@@H]1O[C@H]2[C@@](C1)(OC1=C(C2)C(=O)CC[C@@H]1O)C)/C)(C)C,-15.2,,,,#N/A,
D475,[C@@]12([C@H]3[C@](CC[C@@H]1[C@@]1(OC(=O)[C@H]([C@H]2O)C1)C)([C@@]1(C(=O)[C@@](C(=O)[C@@](C3)(C)C1=C)(C)O)C(=O)OC)C)C,-12.2,,,,D475,
D476,[C@@]1([C@H]2[C@](CC[C@@H]1C(O)(C)C)([C@@]13[C@@](C(=O)[C@@](C2)(C)C3=C)(O)[C@@H](C)OC1=O)C)(C)CCC(=O)OC,-17.3,,,,D476,
D477,C1(=O)OC(C2=CC(=O)[C@]3([C@H](C(=C2C1)COC(=O)C)C[C@@]1([C@@H]2[C@H]3C(=O)[C@H](O[C@@H]2OC1=O)C)C)C)(C)C,-12.5,,,,D477,
D478,C1(=O)OC(C2=CC(=O)[C@]3([C@H](C(=C2C1)COC(=O)CC(C)C)C[C@@]1([C@@H]2[C@H]3C(=O)[C@H](O[C@@H]2OC1=O)C)C)C)(C)C,-13.1,,,,D478,
D479,O1[C@]2(CC[C@]3([C@](C1(C)C)([C@@H](C[C@]1([C@@H]3Cc3c(O1)c(c1c(c3OC)C(=O)OC1)C)C)C(=O)OC)O2)C)O,-14,,,,D479,
D480,O1C(=O)CC[C@]2([C@](C1(C)C)([C@@H](C[C@]1([C@@H]2Cc2c(O1)c(c1c(c2OC)C(=O)OC1)C)C)O)O)C,-13.7,,,,D480,
D481,c1(cc(c2c(c1C=O)O[C@](C=C2)(CC/C=C(/C)\CC[C@@H](O)C(C)(C)OC)C)O)COC(=O)C,-17,,,,D481,
D482,c1(cc(c2c(c1C=O)O[C@](C=C2)(CC/C=C(/C)\CC[C@@H](O)C(C)(O)C)C)O)COC(=O)C,-15,,,,D482,
D483,c1(cc(c2c(c1C=O)O[C@](C=C2)(CC/C=C(/C)\CC[C@@H](O)C(C)(O)C)C)O)C,-15.1,,,,D483,
D484,[C@@H]1(C([C@H]2[C@](C[C@@H]1O)([C@@]1([C@@H](CC2)C)Oc2c(C1)c(cc(c2C=O)CO)O)C)(C)C)OC(=O)C,-12.6,,,,D484,
D485,[C@@H]1(C([C@H]2[C@](CC1)([C@@]1([C@@H](CC2)C)Oc2c(C1)c(cc1c2CN(C1=O)CC(=O)OC)O)C)(C)C)O,-13.8,,,,D485,
D486,[C@@H]1(C([C@H]2[C@](CC1)([C@@]1([C@@H](CC2)C)Oc2c(C1)c(cc1c2CN(C1=O)CCCC(=O)OC)O)C)(C)C)O,-13,,,,D486,
D487,c1c(cc(c(c1O)C(=O)O)c1c2c(c(cc1C)O)ncs2)OC,-13.4,,,,D487,
D488,c1c(cc(c(c1O)C(=O)O)c1cc(c2c(c1C)scn2)O)OC,-13.8,,,,D488,
D489,c1c(cc(c(c1O)C(=O)O)c1cc(c(cc1C)O)O)OC,-13.3,,,,D489,
D490,c1c(cc(cc1O)c1cc(c(cc1C)O)O)OC,-12.4,,,,D490,
D491,c1(cc(c2-c3c(COc2c1)ccc(n3)C)C(=O)O)O,-12.7,,,,D491,
D492,c1(cc(c2-c3c(COc2c1)ccc(n3)C)C(=O)OC)O,-12.7,,,,D492,
D493,c1(cc(c2-c3c(COc2c1)ccc(n3)C)C(=O)O)OC,-13.1,,,,D493,
D494,c1(cc(c2-c3c(COc2c1O)ccc(n3)C)C(=O)O)OC,-13.5,,,,D494,
D495,C1(=C([C@H](OC1=O)OC)c1ccc(cc1)O)Cc1ccc(c(c1)CC=C(C)C)O,-16.2,,,,D495,
D496,C1(=C([C@H](OC1=O)O)c1ccc(cc1)O)Cc1ccc2c(c1)CCC(O2)(C)C,-16.1,,,,D496,
D497,[C@H](C(=C)C(=O)O)(C(=O)OC)CCCCCCO,-10.7,,,,D497,
D498,[C@H](C(=C)C(=O)O)(C(=O)O)CCCCCCOC(=O)C,-11.6,,,,D498,
D499,[C@H](C(=C)C(=O)O)(C(=O)O)CCCCC(=O)C,-10.4,,,,D499,
D500,C(C[C@@H](CCCCCC/C=C/C(=O)N[C@@H]1[C@H](O[C@@H]([C@@H]([C@@H]1O)O)C[C@@H](O)[C@@H]1[C@@H]([C@@H]([C@@H](O1)n1c(=O)[nH]c(=O)cc1)O)O)O[C@@H]1O[C@H]([C@@H]([C@@H]([C@@H]1NC(=O)C)O)O)CO)C)C,-16.9,,,,D500,
D501,[C@H]1([C@@H](CO[C@@H]([C@H]1O)CO)NC(=O)C)O,-8.9,,,,D501,
D502,C1CC(=O)C=C2[C@]1([C@@H]1C(=C3[C@](CC1)([C@H](CC3)[C@H](/C=C/C(=C)C(C)C)C)C)C=C2)C,-17,,,,D502,